SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1329.25,1333,1314,1316.05,1314,1318.4,199,800,1057155,
500003,AEGIS LOGIS ,A ,Q,189.9,189.9,182.05,183.4,183,186.05,564,10230,1899725,
500008,AMAR RAJA BA,A ,Q,630,630,617.2,620.7,622.75,622.2,328,10706,6658915,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
514286,ASHIMA LTD. ,B ,Q,7.39,7.39,7,7.36,7.39,7.01,81,2145,15407,
514300,PIONEER EMB ,B ,Q,23.05,24.8,23,24.05,24.8,24.2,61,892,21175,
514302,VIPPY SPIN. ,X ,Q,36.55,36.55,36.5,36.5,36.5,36.5,4,201,7341,
514322,KAMADGIRI   ,X ,Q,74,74,74,74,74,70.4,1,5,370,
514324,OMNITEX IND.,XT,Q,15.2,15.2,15.2,15.2,15.2,15.15,1,100,1520,
514330,OVERSEAS SYN,X ,Q,6,6,6,6,6,6,8,4041,24246,
514332,NEOINFRA    ,XT,Q,30.4,30.4,28.7,29.25,29.25,29.85,5,3800,110905,
514354,PREMIER POLY,B ,Q,20.95,20.95,20.1,20.1,20.1,20.9,2,3,62,
514394,AJIL        ,X ,Q,11.35,11.35,11.35,11.35,11.35,11.58,21,4761,54037,
514400,GARWARE SYN.,XT,Q,3.9,3.9,3.9,3.9,3.9,3.72,2,130,507,
514412,SARUPINDUS  ,X ,Q,34,34,33.95,33.95,33.95,33.95,2,3,101,
514418,MANORG      ,X ,Q,266,273.35,262.55,263,263,265.65,72,1534,408055,
514428,HINDU.ADHESI,X ,Q,80.05,83,80.05,83,83,82.85,5,101,8272,
514442,SRI KPR IND ,X ,Q,16.15,16.15,16.15,16.15,16.15,16.15,1,1,16,
514448,JYOTI RESINS,X ,Q,161.05,168,160.55,161.2,160.55,169,8,213,34333,
514450,MAHA.RUBTECH,X ,Q,40,40,36,37.1,38,40.25,7,347,12891,
514460,OSWAL YARNS ,XT,Q,4.11,4.11,4.11,4.11,4.11,3.92,1,1,4,
515018,REG.CERAMIC ,T ,Q,1.56,1.56,1.56,1.56,1.56,1.49,1,300,468,
515030,ASAHI IN.GLA,A ,Q,185,187.4,181.55,184.8,184.25,178.65,51,350,64206,
515037,MURD.CERAM  ,B ,Q,13.73,13.93,13.6,13.6,13.6,13.01,19,1490,20577,
515043,SAINT-GOBAIN,X ,Q,39.7,40.95,39.45,39.95,39.95,39.65,161,14461,579163,
515055,ANANTRAJ    ,B ,Q,33.2,33.95,32.75,33.35,33,33.7,682,57160,1914293,
515085,RESTILE CER.,XT,Q,2.42,2.66,2.42,2.6,2.6,2.54,5,2810,6866,
515093,MADHAV MARB.,B ,Q,27.95,27.95,25,25.55,25.5,25.5,37,378,9655,
515145,HIND.NAT.GLS,T ,Q,23,23.5,22.1,22.15,22.15,22.5,12,505,11194,
515147,HALDYN GLASS,X ,Q,26.95,26.95,25.9,26.4,26.2,26.55,17,3538,93258,
516003,DUROPLY     ,X ,Q,60,60,52.6,55.2,59,55.75,6,512,27031,
516007,MANGALAM TIM,T ,Q,7.74,7.74,7.74,7.74,7.74,7.45,1,50,387,
516016,SHREYANS IND,B ,Q,117.35,117.35,115,115.35,115,114.55,13,259,30053,
516022,STAR PAPER  ,B ,Q,99.7,100.95,97,98.3,98.3,97.9,369,18513,1833659,
516030,YASH PAPERS ,X ,Q,47,51,45,49.1,49.1,47.1,449,110259,5401490,
516064,ARROWGREEN  ,T ,Q,57,58.6,57,58.6,58.6,55.85,20,3255,189882,
516072,VISHNU CHEM ,B ,Q,103.95,104.7,100.8,104.7,104.7,103.95,10,116,12049,
516078,JUMBO BAG   ,Z ,Q,11.8,11.8,11.78,11.78,11.78,12.4,6,516,6081,
516082,N.R.AGARWAL ,B ,Q,198.3,206,198.3,204.05,206,203.2,81,1401,282997,
516096,SANGAL PAPER,XT,Q,76.05,76.05,76,76,76,79.8,3,200,15200,
516106,SH.KARTHIK P,XT,Q,5.67,5.67,5.67,5.67,5.67,5.4,2,3,17,
516108,S.I.PAPER   ,X ,Q,74,74.5,71,71,71,71,7,1725,122935,
516110,SCANDENT    ,XT,Q,7.04,7.04,7.04,7.04,7.04,7.41,1,100,704,
517015,VINDHYA TELE,B ,Q,823,840,815.5,835.55,839,815.85,90,224,185783,
517035,RUTTONSHA IN,X ,Q,43,43,43,43,43,39.2,1,1,43,
517041,ADORWELDING ,B ,Q,285.75,288.8,285.6,286.75,286.4,284.9,31,126,36076,
517059,SALZER ELEC ,B ,Q,113.35,115.15,113,115.1,115.15,108.9,12,401,46053,
517063,JETINFOTRAN ,XT,Q,30.55,30.55,29.75,29.8,29.8,30.25,7,1500,45445,
517080,HIGHGROUND  ,B ,Q,1.27,1.27,1.26,1.26,1.26,1.27,9,2111,2660,
517119,PCS TECH    ,X ,Q,5.1,5.49,5.01,5.49,5.49,5.23,10,1321,6852,
517146,USHA MART.LT,B ,Q,27.05,27.15,26.5,26.55,26.65,27,45,36732,995208,
517166,SPEL SEMICON,XT,Q,3.63,4,3.63,4,4,3.81,28,5761,22336,
517168,SUBROS LTD. ,B ,Q,212.6,218,208.95,212.55,212,214.7,323,2186,464836,
517174,HONEYWELL   ,A ,Q,24790,24983.75,24666.2,24983.75,24983.75,24577.95,13,13,322938,
517201,SWITCH.TECH.,X ,Q,43.6,43.6,43.6,43.6,43.6,41.55,4,200,8720,
517206,LUMAX IND   ,B ,Q,1244.05,1245,1218.05,1235.15,1230.1,1236.55,13,48,59250,
517224,SUJANA INDUS,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,5110,970,
517236,CALCOM VISIO,X ,Q,19.1,19.5,17.8,18,19.5,17.75,22,1142,21333,
517271,HBL P SYS   ,B ,Q,15.7,16.9,15.7,16.6,16.5,15.6,77,16895,272967,
517288,GUJARATPOLY ,X ,Q,13.8,13.9,13.8,13.9,13.9,13.25,2,28,389,
517300,GUJ.IND.POW.,B ,Q,68,68.2,67.3,67.95,68.05,67.65,27,1039,70576,
517330,CMI LTD.    ,B ,Q,56.8,57.5,55.85,56.1,56,56.1,210,948,53263,
517334,MOTHERSON SS,A ,Q,95.9,98,95.4,97.6,97.5,95,1841,366699,35559777,
517344,MINDTECK (I),B ,Q,28.35,30.9,26.6,27,27.15,29.4,339,3739,102773,
517354,HAVELLSINDIA,A ,Q,638,653.8,637,652,653,636.05,1196,35583,22984573,
517370,INCAP LTD.  ,XT,Q,20.35,22.45,20.35,22.45,22.45,21.4,7,712,14926,
517372,GUJ.INTRUX  ,X ,Q,80,80.3,80,80.3,80.3,76.5,2,2,160,
517380,IGARSHI MOT ,B ,Q,192,199.1,189.5,199.1,199.1,189.65,152,6830,1353960,
517385,SYMPHONY    ,A ,Q,1235.9,1240.55,1224.55,1233.1,1224.55,1230.85,41,469,578325,
517415,LEE&NEE SOFT,XT,Q,0.91,0.91,0.91,0.91,0.91,0.91,2,501,455,
517417,PATEL AIRTEM,X ,Q,90,90,90,90,90,90.85,7,430,38700,
517421,BFLYGANDHI  ,B ,Q,144.2,147,142.6,146.2,147,142.05,87,548,79668,
517437,DUTRON POLY.,XT,Q,131.05,131.15,131.05,131.15,131.15,132.05,2,2,262,
517447,R.S.SOFTWARE,B ,Q,19,19,18.95,19,19,19,15,262,4976,
517449,MAGNA ELECTR,X ,Q,167,171.5,165,170.9,170.9,165.15,11,1625,270556,
517463,LINAKS MICRO,XT,Q,0.59,0.59,0.59,0.59,0.59,0.59,2,400,236,
517477,ELNET TECH. ,X ,Q,99,103.75,99,102.6,103.75,100,8,500,51296,
517481,APTL        ,Z ,Q,1.02,1.02,1.02,1.02,1.02,1.07,1,1,1,
517494,ACCEL       ,X ,Q,6,6.5,5.9,6.44,6.44,6,13,1950,12293,
517498,WEBELSOLAR  ,B ,Q,21.05,21.05,20,20,20,20.3,82,2961,60881,
517500,ROTO PUMPS  ,X ,Q,118.15,132,116.5,127.6,128.2,118.15,446,18357,2268098,
517506,TTK PRESTIGE,A ,Q,5553.55,5589.9,5514,5560.25,5579.8,5562.3,135,208,1155696,
517514,DHINDIA     ,X ,Q,17.55,17.55,16.95,16.95,16.95,16.2,4,220,3775,
517522,RAJ GLO WIR ,X ,Q,780,784,728,775.2,782.5,754.7,191,3336,2569238,
517530,SURANATP    ,B ,Q,3.75,3.75,3.75,3.75,3.75,3.6,1,1000,3750,
517536,ONWARD TECHN,B ,Q,61.2,61.9,60,60.8,60.8,59.2,28,16153,985561,
517544,CENTUM ELEC ,B ,Q,363.45,395,363.45,393.6,395,365.75,34,611,228876,
517548,STARLITE COM,X ,Q,7.28,7.28,6.27,6.9,6.9,6.87,9,1746,11438,
517554,NHCFOODS    ,X ,Q,5.31,5.85,5.31,5.85,5.85,5.58,8,2003,10903,
517562,TRIGYN TECH ,B ,Q,45.75,45.75,44.25,44.45,44.45,45.2,61,6256,280456,
517569,KEI INDUST. ,A ,Q,475.2,479.45,470.75,474.05,474.05,472.35,192,1767,839558,
517571,IMPPOWERS   ,B ,Q,18,18.8,18,18.65,18.65,18.05,4,400,7345,
518011,KEERTHI     ,XT,Q,54.15,54.15,54.15,54.15,54.15,54.55,1,40,2166,
518029,GUJ.SIDH.CEM,B ,Q,17.5,17.5,17.35,17.5,17.5,17.15,30,837,14581,
518091,ANJANI PORTL,B ,Q,137.5,137.5,137.5,137.5,137.5,141,1,99,13612,
519003,MODINATURAL ,X ,Q,33.7,33.7,33.5,33.5,33.5,34,2,1150,38725,
519031,SHAH FOOD(P),X ,Q,42.1,46.4,42.1,46.4,46.4,44.2,5,301,13884,
519064,KHANDEL. EXT,XT,Q,10.5,10.5,10.5,10.5,10.5,10.05,1,200,2100,
519091,TASTY BITE  ,B ,Q,8306,8306,8259,8281,8281,8316.75,6,7,57966,
519097,RITESH INTER,XT,Q,6.75,6.75,6.75,6.75,6.75,6.43,2,460,3105,
519105,AVT NATURAL ,B ,Q,21,22,20.9,21.85,22,21.1,65,10966,235820,
519126,HIND.FOODS  ,X ,Q,523.8,523.8,489,499.45,513,507.6,167,4493,2260017,
519136,NAHAR INDUST,B ,Q,24.2,25,23.9,24.25,24.25,24.15,163,2712,65721,
519152,VADILAL ENT ,XT,Q,1097,1097,995.05,1096.9,1096.9,1045.2,21,441,482394,
519156,VADILAL IND ,B ,Q,734.35,745.6,734.35,738.35,738.35,733.85,312,8286,6145138,
519183,ADF FOODS LT,B ,Q,254,258.85,247.1,252.5,250.05,249.9,87,2288,569022,
519216,AJANTA SOYA ,XT,Q,20.75,21.45,20.35,20.35,20.35,21,11,3600,74994,
519224,WILLIAM.MAGO,B ,Q,14.7,15.9,14.4,14.6,14.4,15.55,26,783,11563,
519230,RICHIRICH   ,XT,Q,3.05,3.05,3.04,3.04,3.04,3.2,2,530,1615,
519248,JVL AGRO    ,Z ,Q,0.94,0.94,0.86,0.86,0.89,0.9,8,4932,4244,
519260,SANWARIA    ,B ,Q,2.99,3,2.91,2.94,2.95,2.97,586,396107,1167607,
519262,PRIMA AGRO L,XT,Q,10.76,10.76,10.76,10.76,10.76,10.25,5,130,1398,
519287,MODERN DAIRI,X ,Q,3.8,4.15,3.8,4.05,4.15,3.99,23,6009,24017,
519295,BAMBINO AGRO,X ,Q,136,136,124,134.25,134.4,135,55,2015,263735,
519307,VIKAS WSP   ,X ,Q,11.17,11.17,11.17,11.17,11.17,11.39,14,3156,35252,
519319,JATALIA     ,XT,Q,2.91,2.91,2.91,2.91,2.91,3.06,4,122,355,
519359,POONA DAL   ,X ,Q,36.1,36.1,29.6,29.7,30.85,32.85,23,811,24536,
519421,KSE LIMITED ,XT,Q,1025,1025,1010.1,1020,1020,1037.95,10,319,324617,
519457,VIRAT CRANE ,X ,Q,19.55,21.5,19.55,20.3,21.5,19.55,7,120,2354,
519475,CHORDIA FOOD,X ,Q,131,135,131,135,135,129.75,3,15,2009,
519491,OCEAN AGRO  ,X ,Q,19.1,24,19.1,23.05,23.05,23.2,12,777,17908,
519552,HERITGFOOD  ,A ,Q,361.2,375.7,361.2,374.15,374.15,359.9,80,341,126218,
519560,NEHA INTER. ,X ,Q,0.87,0.87,0.87,0.87,0.87,0.91,8,3545,3084,
519566,SIMRAN FARMS,X ,Q,61,63,61,61.8,61.8,62.45,64,8118,502055,
519588,DFM FOODS   ,B ,Q,266.3,267.3,265.6,267.1,267.1,262.6,20,708,188374,
519600,CCL PRODUCTS,A ,Q,235,235.85,233.8,235.7,235.85,234.15,21,194,45608,
519602,KELLTONTEC  ,B ,Q,14.45,15.1,14,15.1,15.1,14.4,91,52942,787609,
519612,MAHAAN FOODS,X ,Q,16.2,16.2,16.2,16.2,16.2,16.2,1,10,162,
520008,RICO AUTO   ,B ,Q,37.85,38.45,36.55,36.7,36.7,37.9,471,47434,1785586,
520021,OMAX AUTOS. ,B ,Q,39.35,39.6,38.15,38.65,39.1,37.75,165,1933,75979,
520043,MUNJAL SHOWA,B ,Q,123.05,123.1,119,120.15,119.8,123,195,3088,373472,
520051,JAMNA AUTO  ,A ,Q,35,36,34.05,35.85,35.7,34.1,696,147279,5196130,
520056,SUNDAR.CLAY ,A ,Q,1816,1868.45,1816,1868.45,1868.45,1809.4,37,64,118417,
520057,JTEKTINDIA  ,B ,Q,76.45,76.95,76.2,76.2,76.2,75.45,7,816,62489,
520059,MUNAUTO     ,B ,Q,33.4,33.8,33,33.15,33,33.2,271,18159,603393,
520066,JAYBH.MARUTI,B ,Q,150.7,153.9,149.25,151.45,151.45,150.65,261,3144,475404,XD
520073,RACLGEAR    ,X ,Q,64.65,64.65,61.1,62.5,62.5,62.45,10,811,50075,
520075,SAMKRG PIST.,X ,Q,103.55,107.95,103.1,107.75,107.75,103.55,37,1777,188949,
520086,SICAL LOG   ,B ,Q,28.8,29.05,26.6,26.9,26.7,27.7,116,18470,518301,
520111,RATNAMNI MET,B ,Q,925.15,930,894,911.55,905,916.9,111,682,620777,
520113,VESUVIUS IND,B ,Q,914,958.95,910,942.6,942.6,924.65,63,116,106908,
520119,AUTOMOTIVE S,B ,Q,29.85,29.85,29.85,29.85,29.85,31,1,10,298,
520123,ABC INDIA   ,X ,Q,55,55,55,55,55,54.4,2,110,6050,
520127,BALURGHAT TE,X ,Q,7.69,7.75,7.69,7.75,7.75,7.39,20,23699,183665,
520139,JAGSON AIRLI,XT,Q,0.7,0.7,0.7,0.7,0.7,0.7,2,1560,1092,
520151,SHREY SH LOG,B ,Q,82.2,86,82.2,86,86,84.75,8,40,3326,
520155,STARLOG     ,X ,Q,15.5,16.3,15.5,15.5,15.5,16.3,52,381,5918,
521016,INDO COUNT  ,B ,Q,40,43,40,42.4,42.45,42.3,104,4592,195111,
521018,MARAL OVERS ,B ,Q,17,17.3,16.05,16.7,16.5,16.9,115,1026,16866,
521064,TRIDENT     ,A ,Q,56.55,56.95,56.25,56.5,56.35,56.4,122,7722,437052,
521070,ALOK INDS.  ,B ,Q,2.5,2.55,2.45,2.48,2.48,2.5,139,402187,1009558,
521097,AMARJOTHI SP,X ,Q,57.5,57.9,57,57.35,57.35,57,30,2158,124237,
521113,SUDITI IND. ,X ,Q,16.7,17.45,16.65,17.45,17.45,16.85,4,217,3706,
521151,DHANLXMI FAB,X ,Q,21.55,21.55,21.55,21.55,21.55,21.55,1,6,129,
521163,ZODIAC CLOTH,B ,Q,191,191,191,191,191,188,1,25,4775,
521178,SRI RAMK.MIL,X ,Q,12,12,12,12,12,12.52,2,100,1200,
521180,SUPER SPIN. ,B ,Q,4.02,4.22,3.8,4.19,4.19,4.25,22,8258,32533,
521194,SIL INVEST  ,B ,Q,162.5,162.6,155.1,155.1,155.1,149,23,226,35783,
521200,SURYLAK.COTT,B ,Q,17.45,17.45,17.45,17.45,17.45,17.75,2,25,436,
521206,SAMTEX FASH.,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,10,5615,2751,
521210,CITYMAN     ,XT,Q,1.87,1.87,1.87,1.87,1.87,1.87,1,100,187,
521216,DHAN ROTO SP,X ,Q,16.3,17.95,16.3,17.95,17.95,17.1,2,87,1426,
521220,DAMOINDUS   ,B ,Q,31,31,30,30.05,30.05,30,10,191,5767,
521240,SAMBANDAM SP,X ,Q,74.65,79.8,74.6,79.3,79.3,78.5,12,310,23161,
521242,KANDAGIRI SP,X ,Q,10.56,10.56,10.55,10.55,10.55,11.03,2,26,274,
521248,KITEX GARMEN,B ,Q,81.4,82.55,80.1,82.05,82.1,80.8,58,5395,440603,
522001,CRANEX LTD. ,X ,Q,8.27,8.27,8.27,8.27,8.27,8.66,2,400,3308,
522004,BATLIBOI LTD,X ,Q,11.06,11.1,10.25,10.33,10.25,11.21,13,2550,26750,
522005,AUSTIN ENGG.,X ,Q,39.35,45.85,36.45,38.8,38,42.7,14,101,3996,
522014,UNITED DRILL,X ,Q,66.9,67.5,65.05,66.95,65.05,67.55,12,247,16547,
522017,FLUIDOMAT   ,X ,Q,88.5,88.5,88.25,88.3,88.3,88.6,4,540,47738,
522029,WINDSOR MACH,B ,Q,23,23,21.25,21.35,21.35,22.35,6,103,2194,
522034,SHANTHI GEAR,B ,Q,89.7,91,87.25,88.25,87.25,90.15,23,193,17232,
522064,HONDA SIEL  ,B ,Q,951,957.15,938,947.2,942.6,935.1,60,332,315415,
522073,HITECHGEAR  ,B ,Q,160.1,170,160.1,170,170,163.5,4,7,1150,
522074,ELGI EQUIP  ,A ,Q,244.35,244.35,242.05,242.1,242.05,244.85,4,115,27876,
522101,KILBURN ENGG,X ,Q,22.25,22.25,20,21.35,21.4,21.1,26,3122,65836,
522105,BIRLA PRETEC,X ,Q,6.95,7.13,6.8,7,7.04,6.92,41,4627,31889,
522108,YUKEN INDIA ,X ,Q,578,580,555,568.05,565,564.2,114,1632,928334,
522113,TIMKEN (I)  ,B ,Q,690.8,695,685.1,691.75,694.65,688.7,81,201,139039,
522122,VOITH PAPER ,X ,Q,753.05,756,746.1,754.2,746.1,777.95,12,100,75363,
522134,ARTSON ENG  ,XT,Q,33.75,35.75,33.75,34.05,34.1,34.05,36,11550,397479,
522152,SOLITAIR MC ,X ,Q,26.5,27.5,25.3,25.8,25.8,25.4,20,915,23656,
522163,DIAMONPOWER ,Z ,Q,0.56,0.56,0.54,0.54,0.54,0.56,4,2200,1218,
522165,INDSIL HYD  ,X ,Q,26,27.25,24.95,26,26,26.5,15,2131,54312,
522183,ITL INDUSTRS,X ,Q,97.8,97.8,95.6,95.65,95.6,95.05,7,333,31926,
522195,FRONTIER SPR,X ,Q,177.05,184,175,175.95,175,178.65,11,81,14378,
522205,PRAJ IND.LTD,B ,Q,110.7,112.9,107.7,109.85,108.95,109.15,3375,238268,26249591,
522207,RASANDIK ENG,X ,Q,64.4,69.65,64.4,68.5,69.65,64.4,12,760,50846,
522215,SWISS GLASS ,X ,Q,182,187.5,182,186.2,185.1,184.15,11,355,65585,
522217,GUJ APOIND  ,B ,Q,126.65,137,126.65,133,132,129.65,47,839,111388,
522229,TANEJA AERO.,X ,Q,22.25,22.7,22,22.25,22.25,22.3,19,3234,71479,
522231,CONART ENG. ,X ,Q,21.1,23.75,21.1,23.6,23.5,21.05,12,106,2482,
522241,M.M.FORGINGS,B ,Q,382,382,368.05,373.65,373,362.15,113,1579,598612,
522249,MAYUR UNIQ. ,B ,Q,217.9,217.9,213.9,215.1,215.8,212.85,29,880,189612,
522251,CENLUB INDUS,X ,Q,56,59.8,56,58.4,58.4,60.65,21,1181,67835,
522257,RAJOO ENGIN.,X ,Q,14.81,15.5,14.2,14.88,14.99,14.81,56,5882,85619,
522261,DOLPHIN OFF.,T ,Q,14.3,14.3,13.7,14,14,13.65,7,1278,17886,
522263,JMC PROJECTS,B ,Q,113.95,119.6,113.4,116.35,118.8,114.2,125,3818,439645,
522267,VEEJAY LAKSH,X ,Q,23,23.25,23,23.25,23.25,22.15,2,200,4625,
522273,AHMED.STEEL ,XT,Q,13.2,13.2,12.75,13.03,12.75,12.58,3,500,6515,
522275,GET&D       ,A ,Q,157,157,154,155.25,156.8,150.85,114,426,66143,
522281,RAM RAT.WIRE,X ,Q,72.5,74.5,70.65,72.45,72.45,70,10,343,24787,
522285,JAY NECO IND,T ,Q,3.66,3.89,3.66,3.66,3.66,3.85,111,115963,435314,
522287,KALPA.POWER ,A ,Q,455.95,456,440,441.2,443.65,451.75,311,1340,597313,
522292,CHANDNI TE  ,X ,Q,33.7,33.7,33.7,33.7,33.7,32.25,1,10,337,
522294,T & I GLOBAL,X ,Q,79.9,83.35,79.9,80,80,76.45,6,194,15516,
523007,ANSAL BUILD.,X ,Q,35.4,35.95,35.4,35.95,35.95,35.35,15,127,4563,
523011,WEIZMANN LTD,B ,Q,28,28,28,28,28,27.8,2,26,728,
523019,B.N.RATHI SE,X ,Q,18.85,19,18.85,19,19,19,3,16,302,
523021,RISHITECH   ,X ,Q,25.65,28.95,25.65,27.3,27.3,29.5,17,1421,38638,
523023,SINCLAIR HOT,X ,Q,290,305,290,304.3,305,290,23,1317,393497,
523025,SAFARI IND. ,B ,Q,546.95,554.95,540.55,543.25,547.95,548.7,109,547,298656,
523062,JJ FINANCE  ,XT,Q,13.23,13.23,13.23,13.23,13.23,13.92,2,2,26,
523100,COSMO FERR. ,X ,Q,7.35,7.35,6.78,7.35,7.35,7.01,6,302,2219,
523116,SANCO TRANS ,X ,Q,177.65,196.25,177.65,196.25,196.25,186.95,4,9,1617,XD
523133,BONANZA IND.,XT,Q,14.45,14.45,14.45,14.45,14.45,15.2,1,1,14,
523160,MORGAN CRU  ,X ,Q,1625,1635,1603,1623.2,1623.2,1628,47,1114,1796657,
523204,ABAN OFFSHO ,B ,Q,24.45,25.55,24.15,24.7,24.65,24.45,212,21819,541209,
523207,KOKUYOCMLN  ,B ,Q,64,66,63.05,66,66,63.85,16,383,24615,
523229,BHARAT SEATS,X ,Q,56,57.75,55.45,56.95,57,56.6,52,1859,105551,
523232,CONT.PETRO  ,XT,Q,21,21,21,21,21,21,2,101,2121,
523261,VENKEY'S (I),A ,Q,1407,1427,1392.2,1397.7,1396,1390.65,966,6664,9407014,
523269,ADVANI HOTEL,B ,Q,52,52,50,50,50,51.7,18,450,22955,
523277,G.V.FILMS   ,X ,Q,0.4,0.45,0.4,0.42,0.45,0.44,17,40707,17657,
523283,SUPER HOUSE ,B ,Q,71,75,71,74.2,74.45,72.3,117,282,20625,
523301,TCPL PACK   ,B ,Q,278.9,278.9,270.3,272.7,272.1,280.2,14,102,28030,XD
523319,BALMER LAWRI,B ,Q,174.4,175.25,172.5,174.65,175.25,172.15,411,17550,3054652,
523323,KOVAI MEDI. ,X ,Q,675,675,666,668.55,668.55,675,19,646,433251,
523329,ELDECO HOUS.,X ,Q,1949,1984,1944,1944,1944,1939.75,12,82,162026,
523367,DCMSHRIRAM  ,A ,Q,368.35,383,368.35,373.4,373.4,368.35,537,5075,1910437,
523369,DCM SHR.IND ,X ,Q,147.25,150.8,147.25,148,148,147.6,22,1229,182095,
523371,MAWANA SUGAR,B ,Q,30.6,33.3,30.6,32.75,32.75,31.55,151,19276,626996,
523385,NILKAMAL L  ,A ,Q,987.6,992,980,984.6,983,982.75,103,789,778824,
523391,NAHAR POLY  ,B ,Q,33.45,33.45,31.5,32.7,32.55,31.05,30,390,12723,
523395,3M INDIA LTD,A ,Q,20330,20505,20275.55,20445.45,20466,20354.9,15,18,367293,
523398,JCHAC       ,B ,Q,1640,1640,1580,1596.7,1597,1607.2,21,97,156074,
523405,JM FINANCIAL,A ,Q,70.95,72,70.2,71.15,71.55,70.45,134,11151,791244,
523411,ADCINDIA    ,X ,Q,161.4,169.8,161.4,165.6,169.8,172.5,4,1500,248400,
523445,REL INDL INF,B ,Q,248.9,257.2,248.1,251.25,251.25,246.65,1565,28998,7326367,
523449,SHARP INDIA ,XT,Q,14.6,15.95,14.5,14.5,14.5,15.25,9,5049,73291,
523457,LINDEINDIA  ,A ,Q,494.15,503.65,493.5,502.3,501.25,495.6,52,977,488507,
523465,IND.BANK HSG,B ,Q,25.6,30.1,25.6,30.05,30.05,25.1,50,7531,218462,
523475,LOTUS CHOC  ,X ,Q,16.75,16.75,14.75,14.8,16.75,15.35,4,312,4712,
523483,PACIFIC IND.,X ,Q,111.45,111.45,111.1,111.1,111.1,111.3,5,153,17016,
523519,UNI OFF AUTO,XT,Q,1.06,1.06,1.06,1.06,1.06,1.11,1,500,530,
523537,APM INDUS.  ,X ,Q,22.3,22.3,19.05,20.1,20.05,20.5,11,905,18148,
523539,PRECISION WR,B ,Q,148.05,149.85,145.05,148.6,147.25,150.9,289,1377,203081,
523550,KRYPTON IND ,X ,Q,14.99,14.99,13,13,13,13.35,4,302,4523,
523566,MARTIN BURN ,X ,Q,18.55,18.55,18.55,18.55,18.55,19.5,2,101,1873,
523574,FEL         ,B ,Q,23.95,24.65,23.95,24.4,24.5,23.6,41,6473,158232,
523586,IND.TONERS  ,X ,Q,92.1,94.95,87,88.15,88,93.95,65,3131,277899,
523594,KUNSTSTOFFE ,X ,Q,26.25,26.25,26.25,26.25,26.25,26.25,7,2800,73500,
523598,SHIPP.CORPN ,A ,Q,28.5,30.9,28.5,30,29.8,28.2,1151,246745,7369244,
523606,SIKA INTER. ,X ,Q,168.5,173.7,168.5,170,170,168.7,10,457,77559,
523610,ITI LTD.    ,A ,Q,67.95,71.75,67.9,70.35,70.35,67.3,1554,136417,9593331,
523618,DREDGING COR,B ,Q,318.05,335.7,318.05,331.7,331.7,317.85,2566,47932,15834054,
523620,PHARMASIA   ,XT,Q,14.15,15.55,14.15,15.3,14.3,14.85,5,40,594,
523630,NATIONAL FER,B ,Q,26.6,27.25,26.5,26.75,26.75,26.6,308,160235,4297540,
523638,IP RINGS LTD,X ,Q,61.2,61.2,60.35,60.35,60.35,61.2,5,102,6240,
523642,PI INDUS.LTD,A ,Q,1194,1217.25,1186,1198.7,1201,1179.35,1595,29013,34765035,
523648,PLASTIBLEND ,B ,Q,180,181,177.35,180.8,180.8,180,20,659,118597,
523660,WATERBASE   ,X ,Q,101.65,103.95,100,101.35,101.35,100,196,13430,1372825,
523672,FLEX FOODS  ,X ,Q,50,50,47.75,48.8,47.75,49.15,12,895,43951,
523676,GOLKUNDA DIA,XT,Q,10,10.16,10,10.16,10.16,10.16,2,405,4066,
523694,APCOTEX IND ,B ,Q,201.6,213.5,201.05,208.95,207.7,200.4,899,3653,755779,
523696,FORTIS MLR  ,X ,Q,52.45,52.45,50,51.95,51.95,49.7,6,251,12799,
523704,MASTEK LTD  ,B ,Q,328.15,332.2,320,322.1,322.2,323.95,125,1057,342752,
523710,SAYAJI HOTEL,XT,Q,231,247.7,231,246,246,242.85,10,192,45609,
523716,ASHIANA HOU ,B ,Q,108.7,113,105.15,108,108,108.85,338,2487,268633,
523722,SVAM SOFTWAR,X ,Q,0.29,0.29,0.29,0.29,0.29,0.3,4,1201,348,
523736,DVL         ,B ,Q,68.85,69.2,67.85,67.85,67.85,68.7,42,209,14311,
523754,MAHEPC      ,X ,Q,91.3,91.3,88.25,88.65,88.65,88.9,84,8602,769187,
